title,description,topic
"Helping Kamala Harris, Mike Johnson Vows to Kill Obamacare","Campaigning in Pennsylvania, House Speaker Mike Johnson promised he and Trump would destroy Obamacare and go back to a ‘free market’ health-care system sure to screw over the old, sick, and poor. This isn’t what Trump needed.",Trump
Kamala Harris Goes There: Trump Is a “Fascist”,The VP’s frank description of the former president follows stark warnings from retired generals John Kelly and Mark Milley about Trump’s autocratic ambitions.,Trump
Kamala Harris Says Donald Trump's Potty Mouth “Demeans The Office” of the President,"The former president, never big on decorum, was especially vulgar at a recent campaign stop in Pennsylvania.",Trump
Literal Billionaires Are Afraid to Publicly Endorse Kamala Harris for Fear of Retribution by Donald Trump,"You can’t really blame them, but you definitely can.",Trump
Kamala Harris Asks Americans: Are You Really Going to Elect a Guy Who Has Good Things to Say About Hitler?,"You'd think this would be an easy answer, and yet...",Trump
Kamala Harris Takes Aim at Trump in DC,State of the Union: The vice president argued that the former president seeks unchecked power at her Tuesday rally. The post Kamala Harris Takes Aim at Trump in DC appeared first on The American Conservative.,Trump
Donald Trump Tries To Command News Cycle With Lawsuit Against CBS Over Kamala Harris’ ’60 Minutes’ Interview,"In the waning days of the presidential campaign, Donald Trump has sued CBS over the way that 60 Minutes edited an interview with Kamala Harris. The lawsuit, filed in U.S. District Court in Amarillo, TX, seeks $10 billion in damages and is just the latest liti…",Trump
’60 Minutes’ Says Donald Trump Has Made False Claim That Its Kamala Harris Interview Was Deceitfully Edited,"After Donald Trump’s continued attacks, 60 Minutes issued a statement today in which pushed back on the former president’s claim that its interview with Kamala Harris was deceitfully edited. Trump has continuously blasted the show and CBS, even calling for th…",Trump
"Donald Trump’s Madison Square Garden Rally Opens With Speakers Ranting About “F—ing Illegals,” Puerto Rico A “Floating Pile Of Garbage” And Kamala Harris As The “Antichrist”","Donald Trump’s rally today at Madison Square Garden was marked by an opening lineup of speakers who joked about Puerto Rico being a “floating pile of garbage,” ranted about “f—ing illegals” and declared that Kamala Harris was the “antichrist.” The extreme rhe…",Trump
Donald Trump Is “So Disappointed” In Julia Roberts For Narrating Kamala Harris Ad,"With three days until the presidential election, Donald Trump is taking aim at Julia Roberts over her support of Kamala Harris. On Saturday, the former president called into Fox & Friends, where he criticized the Oscar winner for narrating a recent Vote Commo…",Trump
CBS News Attorney Responds To Donald Trump Lawsuit Threat Over Kamala Harris’ ’60 Minutes’ Interview: “No Private Right Of Action Exists”,"An attorney for CBS News responded to a legal threat from Donald Trump’s team, writing that there was “no legal basis” for a demand that the network turn over an unedited transcript of a 60 Minutes interview with Kamala Harris. Trump has called for CBS to los…",Trump
Trump sues CBS over Kamala Harris interview,"Republican presidential candidate Donald Trump sued CBS on Thursday over an interview of his Democratic rival Kamala Harris aired in early October that the lawsuit alleged was ""doctored"" and misleading, according to a court filing. The filing was made in the …",Trump
JD Vance Trolls Kamala Harris With One of Her Favorite Lines,"Ohio Senator JD Vance opened a town hall in North Carolina with a line parodying one of Vice President Kamala Harris' frequent remarks in public speeches. ""I grew up in a working-class family,"" the Republican vice presidential candidate began, pausing with a …",Trump
Chris Christie: Most effective Trump ad was ‘Kamala Harris is for they/them’,,Trump
"Trump taps Brendan Carr, who opposed Kamala Harris' SNL cameo, to lead the FCC",,Trump
"Trump Teases Democrats for Kamala Harris, DNC Debt with Joking Offer to Pay It Off Using His Leftover Campaign Funds","President-elect Donald Trump on Saturday teased Democrats who spent tons of money and incurred debt trying to defeat him in the election. The post Trump Teases Democrats for Kamala Harris, DNC Debt with Joking Offer to Pay It Off Using His Leftover Campaign F…",Trump
EPIC TROLL: Trump Offers to Help Democrats Pay Off Kamala Harris Campaign Debt With His Leftover Campaign Funds,The Kamala Harris campaign raised a record billion dollars for the 2024 election and somehow still ended the race with $20 million in debt. The post EPIC TROLL: Trump Offers to Help Democrats Pay Off Kamala Harris Campaign Debt With His Leftover Campaign Fund…,Trump
Donald Trump is heading back to the White House — and Kamala Harris’ own decisions are to blame,"Donald. He was voted for president three times. And a blessing on his head — mazel tov, mazel tov.",Trump
Trump Lackey Elon Musk's Biggest Controversies: From Targeting The Don's Showbiz Nemesis Taylor Swift to Bitter Attacks on Joe Biden and Kamala Harris,"Elon Musk has frequently sparked unrest due to his provocative statements and controversies, and he may be an even bigger voice following Trump's win.",Trump
"Brendan Carr says Trump's complaint over a 60 Minutes interview with Kamala Harris is ""likely to arise"" in the FCC's review of the Skydance-Paramount deal (Ted Johnson/Deadline)","Ted Johnson / Deadline: Brendan Carr says Trump's complaint over a 60 Minutes interview with Kamala Harris is “likely to arise” in the FCC's review of the Skydance-Paramount deal  —  In an interview with Fox News' America's Newsroom, Carr said, “Broadcasters …",Trump
"CBS’ Kamala Harris Interview ‘Likely’ to Be Reviewed, Trump’s FCC Chairman Says","Brendan Carr says the news distortion complaint over the ""60 Minutes"" sit-down will be looked at during the Skydance-Paramount deal review The post CBS’ Kamala Harris Interview ‘Likely’ to Be Reviewed, Trump’s FCC Chairman Says appeared first on TheWrap.",Trump
Donald Trump Brags That He’s Got Way More Campaign Money Left Than Kamala Harris,The president-elect makes a dubious offer to help pay the Democratic campaign’s debt The post Donald Trump Brags That He’s Got Way More Campaign Money Left Than Kamala Harris appeared first on TheWrap.,Trump
Trump FCC Pick Threatens On Fox News To Punish CBS Over Kamala Harris Interview When He Takes Over,Brendan Carr told Fox News a big merger could be in jeopardy on the basis of Trump's complaints about a CBS News 60 Minutes interview with VP Kamala Harris. The post Trump FCC Pick Threatens On Fox News To Punish CBS Over Kamala Harris Interview When He Takes…,Trump
